"url","user","data","ulasan","tanggapan","histori"
"https://play-lh.googleusercontent.com/a/ACg8ocJlztHNfyXfRHpWiSvtetJ080rJexC2zhw3wIm33DqY8ZWDnQ=s32-rw-mo","Ayub Oke","18 Desember 2025","Game MOBA tapi rasanya kayak main tebak-tebakan lag. Koneksi internet stabil, aplikasi lain lancar, tapi Mobile Legends malah sering lag, delay parah, dan patah-patah di momen penting. Lagi team fight tiba-tiba freeze, pas jalan sudah mati. Matchmaking juga makin aneh, ketemu lawan nggak seimbang. Update gede tapi optimasi makin buruk, bukan makin halus. Tolong fokus perbaiki server dan performa, jangan cuma event dan skin terus.","6.472 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVkdnSFCZMFkib2wbECIi2yegcnST2gHbrp6PiRZaervDRXFZYX=s32-rw","Amriyuri Darma Suda","21 Desember 2025","lag, makin pembaruan makin aneh, jaringan lancar tapi malah ngelag². mana pas main malah ter-force close, masuk lagi bukanya dalam pertandingan malah ke lobi, ga bisa dimainin karna katanya sedang dalam room tapi buka event, profile dan pengaturan aman aman aja.","758 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocKG7YA5Pp3cdKdTqtVRHWokEd8noUQtLukYDJy953hDvnUsNg=s32-rw-mo","Hadaya Rafif","25 Desember 2025","Game jelek nggak usah di download nggak rekomendasi game nya, waktu main rank komposisi tim tidak seimbang, selalu bermain dengan tim yang tidak sesuai dengan rank dan server nya sangat JELEK waktu main sinyal bagus tetapi sinyal lag Tolong di perbaiki kalau tidak ini dapat memperburuk pemain baru saya akan pensiun jika saran dan kritik itu tidak di benarkan","431 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjX8IPOjntkODrIVySlb-lrqn0kJUTRlH-CgTjyKI8CvaH8gBiw=s32-rw","A L P","18 Desember 2025","jujur jadi kecewa akhir akhir Ini, Jaringan Jadi Jelek ketika main rank, tidak wajar untuk masalah di jaringan, menguntungkan pihak lawan, padahal asalnya pingnya normal tiba² ngeleg aprah, perbaiki lagi di masalah jaringan, saya coba pake jaringan wifi dan seluler sama saja.","2.114 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocIDIT5vMYXudUkegsOKLbFeFVYJsPFmwolCyxVXe4fEw5ENXg=s32-rw-mo","Rachel Novenia Aritonang","18 Desember 2025","Tolong MOONTON diperbaiki apa bug atau gimana disaat fase drafpick hero stelah team maupun lawan selesai memilih Hero masing"" terjadi lag yg sangat menganggu sehingga kita tidak bisa Menganti item ataupun spel dllsbgainya . padahal sebelum""nya aman"" ajah .🤦","1.028 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWB9pH8uY9J7CETcYxRawG7hWUSAcKGidB45PwRYlH76OGn7IM=s32-rw","Rangga anak siar dan rosa","22 Desember 2025","game makin lama makin berat, jaringan bagus tapi delay, spawn detik 5 bisa jalan detik 15,pas di loading scren stuck 30 ga di bener in, lag pas mau masuk juga ga di benerin, malah fokus ke skin bukan fokus benerin bug, temen temen gw pada pensi gara gara itu, dan gw juga pensi mending main hok","531 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocJebufrYVRdn2Xp7nR-4OOBi197VwVcZ395o50rNVBLVcRrfw=s32-rw-mo","Fadhil Nazhif","26 Desember 2025","ga tau mau bilang apa ntah makin baik atau makin busuk nih game, 1.pembagian tim g seimbang/kemenangan match diatur sama sistem bukan dari skill pemain , 2.nge-lag banget ( jalan ga ada musuh Aman tapi pas war jalan sendiri trs tiba² sinyal ilang ) padahal jaringan bagus ram hp pun ram masih luas banget tapi kenapa sampah banget gitu dan ke 3.kenapa suka banget ngasih bot di setiap match biar apa? biar ga gampang naik rank player²nya? hayoo lah buat game yg seru jangan kaya gitu sistem nya.","172 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXlUphXwkf3jnDpNm4kIS-Og2MPeuPfqgbukzArqojogY6gPW4=s32-rw","Adit Brevy","18 Desember 2025","GAMEE RUSAK!!! setiap kali patch baru (season) kenapa selaku bikin jaringannya jelek, padahal jaringan saya kencang tapi kenapa bisa sampai bikin lag begitu, kita mau push aja rank aja susah, masalahnya bukan di saya saja tapi ke orang lain juga ngaruh","975 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocJ6EOtdkD68GrXO6KwPaxwLmWIRM8asbU0pI6BuWusrMaSeYg=s32-rw-mo","Simon Saragi","23 Desember 2025","Agak laen bah, awak barusan maen, masa goldlane musuh bisa pake dua spell di mode rank, dan itu saya sudah ngekill musuh nya 1 di early game, tiba tiba error, pas balik in game musuh nya tidak ada mati, agak laen kali bah mobile legend sekarang, padahal saya baru kembali bermain mobile legend tiba tiba dapat kejadian begitu","443 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocLCzn4yjPCph5AcwuEYmdmREeB_xMwhW8ncfRruph9MYFhZXA=s32-rw-mo","Yasmin Putria Mansyur","26 Desember 2025","apalah banyak bug gajelas padahal hp gua storage juga masih byk, spek nya jg bgs hp adek gua yg udah burik aja ga bug kek gitu, bug nya tuh kaya game nya ga work, ga respond, masuk lobby gabisa, diundang jg gbs, intinya gbs ngapa ngapain, gua udah coba uninstall trs download lg lebih dari 3 kali jg tetep gitu gitu aja, gaada kemajuan ni game kirain bakal lag dan bug pas awal season doang, taunya sampe skrg jg masih bug ngeselin, benerin nih game lo, pas lagi match juga suka ngefreeze sndri.","108 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocL2DVHiofrEAlb6bTsnv1_RioSxeY9EeBPvaOaZt3o9d22bVg=s32-rw-mo","dirgartg 55","25 Desember 2025","game nya bagus banyak skin gratis udah oke si tapi ada kekurangan:1:masa jaringan hp bagus tapi di game ngelag parah sampai merah lagi ujung ujung nya tinggal level,gold 2:bug nya banyak banget terkadang pas main keluar tiba tiba,suaranya tiba tiba kaya suara on mic dll 3:apalah darksystem hapus aja masa mau mythic tiba tiba turun samapai epic/legend5 kan gak enak tapi makasih uda ngasih banyak skin gratis semoga di baca dan di perbaiki ☺️","208 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocLCzn4yjPCph5AcwuEYmdmREeB_xMwhW8ncfRruph9MYFhZXA=s32-rw-mo","Yasmin Putria Mansyur","26 Desember 2025","apalah banyak bug gajelas padahal hp gua storage juga masih byk, spek nya jg bgs hp adek gua yg udah burik aja ga bug kek gitu, bug nya tuh kaya game nya ga work, ga respond, masuk lobby gabisa, diundang jg gbs, intinya gbs ngapa ngapain, gua udah coba uninstall trs download lg lebih dari 3 kali jg tetep gitu gitu aja, gaada kemajuan ni game kirain bakal lag dan bug pas awal season doang, taunya sampe skrg jg masih bug ngeselin, benerin nih game lo, pas lagi match juga suka ngefreeze sndri.","108 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjW68UAKgCAAwl3Oj5P-Fiy66yydeKWwsIL5eas9gIerMParZiLr=s32-rw","Agus Eko Endriawan","24 Desember 2025","Kesal karena lag terus setiap buka aplikasi ini apalagi pas main.. padahal untuk buka aplikasi game berat lainnya sinyal lancar"" saja. Setelah itu pertandingan dianggap AFK, padahal aplikasi tersebut penyebabnya, bukan karena ingin meninggalkan pertandingan","244 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjV1tby21VMwSx3aCj7IiZKKtjzjBZXCSedMdwElua43zDXgZq6P=s32-rw","muhammad adib fadil","23 Desember 2025","tolong moonton, saya udah sering reset jaringan, tapi ini masalah muncul terus dari dulu, selalu aja ngelag, apalagi pas2an ketika mau war, itu ngelagnya walaupun sebentar tapi gaenak lah moonton, wifi lancar2 aja padahal, kasih solusi lah, apalagi setiap update atau season, itu pasti ngelag banget. tolong moonton yang terhormat yang teradil, fix lah masalah ini","379 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXWsvJYoj1dLUhpZCBx3ersx0QKr1Zvl6ZCT5nKei2QkQcemF28=s32-rw","sandi kurniawan","18 Desember 2025","server eror, jaringan ngelag, orang-orang pada hilang bintang gara-gara updetan dan patch baru yang kompensasinya cuman, debu ungu sama box-box sampah. tolonglah kasih lah yang lebih berharga dan berguna. Satu lagi, matchmakingnya perbaikilah moontod, kasi tim yang sama-sama paham main.","740 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocLzCi49Ls3k3UmzM_BFZy83hRre5EpJ9dF__DktVSRXfQjiBQ=s32-rw-mo","Warman Turnip","23 Desember 2025","game ini memang seru tapi masih terlalu banyak kekurangan , salah satu nya match making yang tidak adil bagi player solo , contoh nya bila kita lose streak malah di kasi tim ampas Mulu sistem nya rusak bener , ping kadang tidak stabil pdahal jaringan bagus","387 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjVZ4xgx0xpnWQ1d7XcOr-Oawky-Gh3Np6LTBvKhyYoyupfVhl4=s32-rw","Fabian","23 Desember 2025","Ketika memulai pertandingan saya selalu stuck di 30% dan ketika sudah masuk sudah detik 40 atau menit 1. Ini sangat mengganggu dan menurutku ini bukan masalah pada device ataupun jaringan murni bug. Tolong segera diperbaiki!!","182 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjU4EyEVp-1GAvRhylcHxSX0yyEEQsnT2MEzfnX1ONlxEGrMxTA=s32-rw","Luthfi Oktaviano","23 Desember 2025","moonton tolong dong fiks bug kontrol di dalam game,masa aku sebelum main kontrolnya masih kecil kecil atau ukuran yang normal saya pakai,tapi kenapa saat di dalam game tombol menjadi berubah entah menjadi besar,pemosisian yang berubah,bahkan ada tombol yang sampai tidak bisa dipencet karena sudah melewati layar hp,tolong moonton di fiks bug ini","154 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocKAqspmuBXRGRBsdj80G2gLxY_C3SnhgRxLT1WX2ZLa26fUEg=s32-rw-mo","ARIEF RAHMAN","24 Desember 2025","Buang buang waktu maen rank jam 9 malem bintang 2, sampe jam 2 malem bintang tetep 2 disatuin sma tim yang tier nya dibawah kan aneh, kalo gini trus mending pindah ke HOK.. pembagian tim yg aneh, betul emang klo kita menang terus bakal membosankan permainannya, tapi ya kalah terus pun malah banyak yg uninstal contoh tmen kerja bnyak yg tadinya maen bahkan sampe buat kompetisi skrng malah pada uninstal karna kecewa pembagian tim maen di rank, ini bener2 buang2 waktu mending uninstal.","197 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjUOlqqjkWB_7MbB2Tg4t1lwQVA-I_vXF8YXYZM9F_T9N54ApZk=s32-rw","Ririn Suharini","25 Desember 2025","gamenya udah gak seseru kayak dulu udah banyak hal yang ngubah gameplay kayak lag tiba tiba keluar sendiri dari aplikasi sering ngefreeze lawan yang gak setara bahkan setelah update bukannya makin lancar atau bagus sekarang malah banyak masalahnya jangan skin doang yang dibagusin tapi engine juga user hp kentang dari zaman mobile legend masih map pulau melayang sekarang jadi malah buat main karena banyak masalah nya tolonglah perbaiki game nya agar tidak ada masalah lagi","78 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocLovzxUynILwj02g2AeizjVogVe-kDI-4SNcCrM4DeBiJp99Q=s32-rw-mo","Ahmad Fauzan","22 Desember 2025","Tolong untuk kepada pihak moonton yang terhormat ke amanan akun lebih di tingkatkan lagi, kalo bisa fitur yang bisa nge hack back akun lewat bukti top up pertama di hilangin aja karena merugikan bagi yang ingin membeli akun mobile legend tolong untuk jadi bahan pertimbangan, karena banyak oknum oknum yang memanfaatkan fitur hack back lewat top up pertama,dan. itu sangat merugikan bagi seseorang yang ingin membeli akun tersebut 🙏🙏🙏","142 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocKsKD9O7CHBTXHR1TsJ3aFYM53sAPUU8FyonbB_o8FPFcC0Cg=s32-rw-mo","Elly Ratna sari","18 Desember 2025","ping sering mengalami bug di seson sekarang ini, ini kenapa ya? padahal sebelumnya lancar banget untuk dimainkan sehingga di seson sekarang mengalami bug jaringan yang sangat parah ketika bermain ping menyentuh 40ms itu langsung ngelag dan hero berjalan sendiri tidak di atur dengan yang main mohon se mohon mohon nya untuk di perbaiki masa sekelas game gede begini saja tidak bisa memperbaiki masalah sekecil itu skin diperbanyak bisa masa server gabisa👌👌","533 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocId1-WJNbKjMKhGkzt-cjKnCKBtUV4yGo52E0EulNUBX6rONA=s32-rw-mo","Arli Yana","20 Desember 2025","game nya cukup menyenangkan tetapi, tolong lah di perbarui, Kadang-kadang waktu main sinyalnya tiba-tiba jelek, dan lawannya juga gak seimbang dengan tim, game ini lama lama kek makin aneh, jangan di unduh temen"" ini game busuk, event event di game nya memang cukup menarik, tetapi tidak dengan pertandingan nya, udah muak banget sama game ini, game burik, perbarui dikit lah jaringan nya, masa dikit dikit merah terus jaringannya, padahal jaringan di HP nya udah bagus, game ga jelas bikin stres","206 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjVExeg5zmkBsSgeRMcoBJsbCbdEjqgGWGOwiHkFkms4OZmLYhAr=s32-rw","Raka Afiansyah","26 Desember 2025","game kalau ngasih tim sama musuh tidak adil hampir setiap hari saya kalah karena tidak ada tim dan musuh yang sepadan ,minimal kasih tim dan teman yang sepadan, saya dari pagi ampek malem dapat tim ODGJ semua apalagi pas in game server nya sering error jadi saya kesulitan bermain game ini dan masih ada di game ini ya itu sehabis menang tapi malah ngestack padahal hp saya gapapa tapi servenya yang rusak, tolong benerin bot yang memilih tim, karena selalu memberi tim yang gak niat main,rank mshbwh","45 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjU4f9kF7ZJcERqZvAxwjvpL8TN3GLZt-3UJtIY-B6EpffHBbgRj=s32-rw","Ultra Seven1968","16 November 2025","Game Rusak, match making payah, gangguan sinyal meski sinyal asli sedang bagus, masalah freeze yang gak kunjung hilang (bukan masalah perangkat), gw selalu force close saat masuk match dan pas masuk di beri kabel afk padahal main jauh lebih lama dari durasi ""afk"" itu. Payah ni game, rusak","4.809 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjXpUXEt-hlHI64ZTbSDxjgSYtgleKh-8JNYj9nRVTAzxnp4rNHO=s32-rw","Rashky Christiman","19 Desember 2025","moonton tolong diperbaiki lagi servernya, karena saat war hero tidak bisa digerakkan/delay, padahal hp saya ram 8, jaringan juga bagus, dengan kondisi yg seperti itu mau ga mau saya afk dan itu merugikan saya karena dapat report dan turun bintang, TOLONG DENGAN AMAT SANGAT YA MOONTON~dengan nada lembut😄","383 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocLW1xCKvempSIBlUD1OCVF5lcRu2DGXOBVKmfXhCSuWiN8prg=s32-rw-mo","lyonette","20 Desember 2025","banyak bug, dari bug loading sampe loading matchmaking, belum lagi saat loading matchmaking stuck di 30% terus berakhir AFK. serta ketika draft pick stuck di detik 13, ingame patah-patah padahal sinyal dan device oke. saya harap segera di fix karena demi kenyamanan pemain ya. saya suka aja sama ml soalnya","215 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXuAf1Jkz9IZSj2LxadqN_4oB_G1RmdgfEjoFJ7OJsskdZRGLoE=s32-rw","Bang Aldo225","23 Desember 2025","Saya baru main kembali hari ini dari sekian lama saya berhenti main, tapi saya malah dpt pengalaman buruk sekali di season baru ini, 2 hal yg menyebalkan. Pertama, saat selesai draft pick tiba² (FPS) saya turun drastis yg membuat jadi patah² sampai saya kesulitan untuk mengganti emblem, spell, bahkan ganti skin pun sulit.Yg kedua, pertandingan yg tidak adil, di season yg baru ini saya sering kali menemukan musuh yg main bareng, dan saya yg main solo sangat kesulitan. JADI,TOLONG SEGERA PERBAIKI.","214 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjUceDIfCIhABnQU-3vl4vw6alA3SQKs3_0yMUhh1YlJCJ56cFMC=s32-rw","Sukma Maulana Saiban","22 Desember 2025","apa cuma hp gua yg pas selesai draft pick di penyesuaian terakhir itu ngeframe klo bisa diperbaiki dong, gara gara itu gw telat masuk pertandingan nya sampe sampe bisa afk dan menyebabkan kredit skor gua menurun sampe ga bisa main rank lagi,tolong di perbaiki lagi klo memang itu bug atau apa biar gua enak mainnya!","161 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocLKkJPKBW2ZShDY4rTu98W1T6PkidYrOz_otjorlJGJ1jxLbg=s32-rw-mo","krisprksa","24 Desember 2025","3,9 buat game ml yg lumayan terkenal, match ga pernah adil sekalinya losestreak berterusan padahal skill maen dah bagus, banyak bug.. contohny di pasif bened kaga bisa full dan tiba tiba ngefreeze ga berfungsi pas dah mau keluar pasif, jaringan server masih acak kadul","108 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocJqXCkPjIr-XmNlKsqztgj-eytLDWAQz_T3BNPPsFRUDDwA-g=s32-rw-mo","Danang Mukti Wibowo","19 Desember 2025","Pas mau masuk battlefield pasti paling lama sendiri, padahal jaringan masih bagus, grafik paling rendah, hp juga masih bisa dibuat main ZZZ, sama HSR. Tapi pasti di game nya masuk paling lama sendiri, alasannya sih jaringan tidak stabil. Padahal mah oke oke aja. Kalo ini bug tolong di fix, apalagi setiap update makin parah.","310 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocJmPOkM9-nUbUb7N5c1H48Lzeqfb0q-3CXIMoyAfUnUealYNQ=s32-rw-mo","Farel Kosh","22 Desember 2025","moonton tolong di perbaiki jaringan nya, update terus bukan nambah bagus malah nambah jelek, jangan game doang yang di update, jaringan dalam game juga di update, jangan bikin player gak nyaman mainin ini game, nanti pada pindah game lagi, percuma banyak event kalo banyak juga masalah jaringan, masa baru update season jaringan kayak begini? ping 90-100 lebih tolong kita gak nyaman main nya! di lihat lah!","88 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocLiaK7jwTYq5T4-F_Tc1EQMmmDf7GrjXq33cKmEtkMyyfCQYQ=s32-rw-mo","Ragel kentil","15 Desember 2025","GAME RUSAK!!!. Sekarang punya banyak bug seperti sinyal 67 ms ke atas tapi tidak bisa gerak, lalu dapet tim yang gak bisa main gak tau item, pas solo rank malah dapet tim dark sistem sedangkan lawan kaya kompak dan rank nya udah tinggi. TOLONG SEGERA DIPERBAIKI. KARENA INI GAME MOBA TERBAIK.dan tolong diatur lagi machmacing nya agar nyaman.","5.329 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocKvSwYKPuKPwwYhR9E3lg758yfdhaCx2M2fNpj3-9Yayu1zjw=s32-rw-mo","sabita putri","20 November 2025","kami player solo, sangat kecewa dengan sistem matchmaking classic maupun ranked karena kurang adil, seperti : 1. ketemu lawan duo/trio,4, squad 2. perbedaan tier lawan lebih tertinggi 3. serta (dark system) maaf, dapat teman random yang noob (amatir), entah itu player bocah atau remaja yang baru mulai main, khususnya perempuan. 4. selesai hanya itu saja dari saya, sekian & terima kasih moonton.","3.021 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocKSn1M3gBac9iKahQrNS2zjBeyKyho1Zlb6UvTatcOIE9WJpA=s32-rw-mo","Achmada","7 November 2025","Sudah dong, jangan merubah-rubah terus fungsi peralatan (equipment)! Jadi merubah-rubah setelan pertempuran (battle setup) di banyak karakter (heroes) terus lo, harusnya rubah itu peta yang membosankan! Mungkin petanya gelap atau perluas lagi petanya, tambahkan banyak menara dan monster, dll. yang lebih kreatif lagi, karena sudah hampir 10 tahun lo permainan ini berjalan, dan bahkan uang yang kalian dapatkan sangat banyak sekali, benarkah permainannya masih jadul terus (‽)","4.608 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocKyKddGefaxklJbOJN21jFZh9RV9CR--dOjk4-P36Afb1_zsg=s32-rw-mo","AKBAR BARU","8 Desember 2025","Game Buruk!,Sistem Matchmaking yang tidak adil, bagi player solo bermain rank sama saja dengan membuang-buang waktu bahkan tidak ada manfaatnya, setiap kali bermain rank selalu dapat musuh yang lebih jago sedangkan tim di kita sendiri malah kaya bot dan juga sering banget losetreak sampai 7× berturut-turut, rasanya frustasi banget main ini game, ditambah sama bug yang dimana setiap matchmaking dimulai selalu delay dan tidak bisa dipencet.","1.803 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjVn76dkUdwrgMGdmfr8qeWY4fVlEtPZ4jDjDmoznESSL0WXTY1U=s32-rw","Galang Rifki Ramadhan","26 Desember 2025","mengaku game moba mobile terbaik padahal paling bobrok: 1. membuat hero untuk collab dengan anime tapi tidak niat, skill dibuat semirip mungkin dengan karakter animenya tapi tidak memikirkan ability dan power dari hero tersebut yang terlalu op seakan di sengaja agar nanti skinnya laku.Lol typical game yg hanya memikirkan uangnya dari pada kenyamanan player 2. pembagian role di game yang tidak matang malah berdampak kenyamanan player yang selalu dapat tim ampas yang tidak hebat dalam sebuah role","56 orang merasa ulasan ini berguna",""
